player,sum_salary,today,year
E'Twaun Moore,8808685,10982497,2018
Kosta Koufos,8739500,10896239,2018
Fred VanVleet,8653847,10789448,2018
Wayne Ellington,8653076,10788486,2018
Julius Randle,8641000,10773431,2018
Kyle Anderson,8641000,10773431,2018
Jerryd Bayless,8575916,10692285,2018
Cristiano Felicio,8470980,10561453,2018
Markelle Fultz,8339880,10398000,2018
Jerami Grant,8333333,10389838,2018
CJ Miles,8333333,10389838,2018
Joe Harris,8333333,10389838,2018
Shaun Livingston,8307692,10357869,2018
Deandre Ayton,8175840,10193478,2018
JaMychal Green,8066667,10057364,2018
Garrett Temple,8000000,9974244,2018
Louis Williams,8000000,9974244,2018
PJ Tucker,7959537,9923796,2018
Cory Joseph,7945000,9905671,2018
Karl-Anthony Towns,7839435,9774055,2018
Kyle Korver,7560000,9425661,2018
Darrell Arthur,7464912,9307107,2018
Lonzo Ball,7461960,9303427,2018
Doug McDermott,7333334,9143058,2018
Marvin Bagley,7314960,9120150,2018
Jae Crowder,7305825,9108760,2018
DJ Augustin,7250000,9039159,2018
Lance Thomas,7119650,8876641,2018
D'Angelo Russell,7019698,8752023,2018
Davis Bertans,7000000,8727464,2018
Ersan Ilyasova,7000000,8727464,2018
Langston Galloway,7000000,8727464,2018
Jeremy Lamb,7000000,8727464,2018
Al-Farouq Aminu,6957105,8673983,2018
Jayson Tatum,6700800,8354427,2018
Luka Doncic,6569040,8190151,2018
Nemanja Bjelica,6500000,8104073,2018
Mario Hezonja,6500000,8104073,2018
Ben Simmons,6434520,8022434,2018
Milos Teodosic,6300000,7854717,2018
Dewayne Dedmon,6300000,7854717,2018
Marco Belinelli,6153846,7672495,2018
Wesley Johnson,6134000,7647752,2018
Josh Jackson,6041520,7532450,2018
Jonathon Simmons,6000000,7480683,2018
Montrezl Harrell,6000000,7480683,2018
Ishmael Smith,6000000,7480683,2018
Jaren Jackson Jr,5922720,7384332,2018
Brandon Ingram,5757120,7177865,2018
Anthony Tolliver,5750000,7168988,2018
Kristaps Porzingis,5697054,7102976,2018
Deron Williams,5474787,6825858,2018
De'Aaron Fox,5470920,6821036,2018
Ben McLemore,5460000,6807422,2018
Patrick Patterson,5451600,6796949,2018
Jason Smith,5450000,6794954,2018
Marcus Morris,5375000,6701445,2018
Trae Young,5363280,6686833,2018
DeMarcus Cousins,5337000,6654068,2018
Josh Smith,5331729,6647496,2018
Alexis Ajinca,5285394,6589726,2018
Thabo Sefolosha,5250000,6545598,2018
Aron Baynes,5193600,6475279,2018
Jaylen Brown,5169960,6445805,2018
Patrick Beverley,5027028,6267601,2018
Mike Muscala,5000000,6233903,2018
Dirk Nowitzki,5000000,6233903,2018
Tony Parker,5000000,6233903,2018
Jonathan Isaac,4969080,6195352,2018
Mo Bamba,4871280,6073417,2018
Jamal Crawford,4698113,5857515,2018
Ron Baker,4697823,5857154,2018
Willie Cauley-Stein,4696874,5855971,2018
Dragan Bender,4661280,5811593,2018
Lauri Markkanen,4536120,5655546,2018
Justin Holiday,4500000,5610512,2018
Lance Stephenson,4449000,5546926,2018
Kyle O'Quinn,4449000,5546926,2018
Ed Davis,4449000,5546926,2018
Wendell Carter,4446840,5544233,2018
Alex Len,4350000,5423495,2018
Mike Scott,4320500,5386715,2018
Luc Mbah a Moute,4320500,5386715,2018
Emmanuel Mudiay,4294479,5354273,2018
Kris Dunn,4221000,5262660,2018
Frank Ntilikina,4155720,5181271,2018
Glenn Robinson III,4075000,5080630,2018
Collin Sexton,4073760,5079084,2018
Al Jefferson,4000000,4987122,2018
Stanley Johnson,3940401,4912815,2018
Buddy Hield,3833760,4779857,2018
Dennis Smith,3819960,4762652,2018
Jodie Meeks,3774176,4705568,2018
Kevin Knox,3744840,4668993,2018
Jose Juan Barea,3710850,4626615,2018
Alex Abrines,3667645,4572748,2018
Nenê,3651480,4552594,2018
Zach Collins,3628920,4524467,2018
Frank Kaminsky,3627842,4523123,2018
Mikal Bridges,3557400,4435297,2018
Michael Beasley,3500000,4363732,2018
Jamal Murray,3499800,4363482,2018
Rodney Hood,3472887,4329928,2018
Justise Winslow,3448926,4300054,2018
Malik Monk,3447480,4298251,2018
Cameron Payne,3440356,4289368,2018
Allonzo Trier,3382000,4216612,2018
Brook Lopez,3382000,4216612,2018
Shai Gilgeous-Alexander,3375360,4208333,2018
Trey Lyles,3364249,4194480,2018
Ekpe Udoh,3360000,4189182,2018
Devin Booker,3314365,4132286,2018
Myles Turner,3294994,4108134,2018
Luke Kennard,3275280,4083555,2018
Troy Daniels,3258539,4062683,2018
Kelly Oubre,3208630,4000457,2018
Miles Bridges,3206640,3997976,2018
Marquese Chriss,3206160,3997378,2018
Tomas Satoransky,3129187,3901409,2018
Bryn Forbes,3125000,3896189,2018
Donovan Mitchell,3111480,3879332,2018
Terry Rozier,3050389,3803165,2018
Jerome Robinson,3050160,3802880,2018
Yogi Ferrell,3000000,3740341,2018
Elfrid Payton,3000000,3740341,2018
Bam Adebayo,2955840,3685284,2018
Jakob Poeltl,2947320,3674661,2018
Michael Porter,2894160,3608382,2018
Andrew Nicholson,2844429,3546378,2018
Justin Jackson,2807880,3500810,2018
Thon Maker,2799720,3490636,2018
Seth Curry,2795000,3484751,2018
Cedi Osman,2775000,3459816,2018
Sam Dekker,2760094,3441231,2018
Troy Brown,2752680,3431988,2018
Justin Patton,2667600,3325911,2018
Guerschon Yabusele,2667600,3325911,2018
Domantas Sabonis,2659800,3316187,2018
Jerian Grant,2639313,3290644,2018
Zhaire Smith,2615160,3260530,2018
Corey Brewer,2559925,3191663,2018
Delon Wright,2536898,3162955,2018
DJ Wilson,2534280,3159691,2018
Dario Saric,2526840,3150415,2018
Taurean Prince,2526840,3150415,2018
Justin Anderson,2516047,3136958,2018
Shelvin Mack,2512601,3132661,2018
Manu Ginobili,2500000,3116951,2018
Reggie Bullock,2500000,3116951,2018
Bobby Portis,2494346,3109902,2018
Dante Cunningham,2487000,3100743,2018
Donte DiVincenzo,2484360,3097451,2018
Rondae Hollis-Jefferson,2470356,3079991,2018
Tyus Jones,2444052,3047196,2018
Jarell Martin,2416221,3012497,2018
Greg Monroe,2410167,3004947,2018
TJ Leaf,2407560,3001699,2018
Georgios Papagiannis,2400480,2992871,2018
Jeff Green,2393887,2984651,2018
Amir Johnson,2393887,2984651,2018
Raymond Felton,2393887,2984651,2018
Dwyane Wade,2393887,2984651,2018
Udonis Haslem,2393887,2984651,2018
JaVale McGee,2393887,2984651,2018
Zaza Pachulia,2393887,2984651,2018
Jose Calderon,2393887,2984651,2018
Devin Harris,2393887,2984651,2018
Channing Frye,2393887,2984651,2018
Carmelo Anthony,2393887,2984651,2018
Vince Carter,2393887,2984651,2018
Lonnie Walker,2360160,2942601,2018
John Collins,2299080,2866448,2018
Denzel Valentine,2280600,2843407,2018
Larry Nance Jr,2272390,2833171,2018
Kevin Huerter,2250960,2806453,2018
Monta Ellis,2245400,2799521,2018
Harry Giles,2207040,2751694,2018
Darius Miller,2205000,2749151,2018
Henry Ellenson,2199311,2742058,2018
Derrick Rose,2176260,2713318,2018
Omri Casspi,2176260,2713318,2018
Juan Hernangomez,2166360,2700975,2018
Quincy Pondexter,2165481,2699879,2018
Jonas Jerebko,2165481,2699879,2018
Josh Okogie,2163600,2697534,2018
Nik Stauskas,2161886,2695396,2018
Terrance Ferguson,2118840,2641728,2018
Raul Neto,2100000,2618239,2018
Salah Mejri,2098196,2615990,2018
Grayson Allen,2076960,2589513,2018
Jarrett Allen,2034120,2536101,2018
Isaiah Thomas,2029463,2530295,2018
Spencer Hawes,2007058,2502361,2018
Cole Aldrich,2000000,2493561,2018
Torrey Craig,2000000,2493561,2018
Chandler Hutchison,1991520,2482988,2018
OG Anunoby,1952760,2434663,2018
Ante Zizic,1952760,2434663,2018
Shabazz Napier,1942422,2421774,2018
Aaron Holiday,1914480,2386936,2018
Timothe Luwawu,1880268,2344281,2018
Tyler Lydon,1874640,2337264,2018
Anfernee Simons,1837800,2291333,2018
Tim Frazier,1832107,2284234,2018
Trey Burke,1795015,2237989,2018
Malik Beasley,1773840,2211589,2018
Moritz Wagner,1764240,2199620,2018
Nerlens Noel,1757429,2191128,2018
Ian Clark,1757429,2191128,2018
Deyonta Davis,1741503,2171271,2018
Caleb Swanigan,1740000,2169398,2018
Furkan Korkmaz,1740000,2169398,2018
Landry Shamet,1705920,2126907,2018
Caris LeVert,1702800,2123018,2018
Jonah Bolden,1690000,2107059,2018
Rodions Kurucs,1690000,2107059,2018
Kyle Kuzma,1689840,2106859,2018
Tony Bradley,1679520,2093992,2018
Derrick White,1667160,2078582,2018
Kyle Singler,1665333,2076304,2018
Robert Williams,1656600,2065416,2018
MarShon Brooks,1656092,2064783,2018
Spencer Dinwiddie,1656092,2064783,2018
Josh Hart,1655160,2063621,2018
Jacob Evans,1646400,2052699,2018
Pat Connaughton,1641000,2045966,2018
DeAndre Bembry,1634640,2038037,2018
Dzanan Musa,1634400,2037738,2018
Omari Spellman,1622520,2022926,2018
James Ennis,1621415,2021548,2018
Noah Vonleh,1621415,2021548,2018
Luke Kornet,1619260,2018861,2018
Richaun Holmes,1600520,1995497,2018
TJ McConnell,1600520,1995497,2018
Malachi Richardson,1569360,1956647,2018
Jahlil Okafor,1567007,1953713,2018
Kevon Looney,1567007,1953713,2018
Pascal Siakam,1544951,1926214,2018
Dejounte Murray,1544951,1926214,2018
Jake Layman,1544951,1926214,2018
Skal Labissiere,1544951,1926214,2018
Cheick Diallo,1544951,1926214,2018
Malcolm Brogdon,1544951,1926214,2018
Rodney McGruder,1544951,1926214,2018
Ivica Zubac,1544951,1926214,2018
Wade Baldwin,1544951,1926214,2018
Quinn Cook,1544951,1926214,2018
Damian Jones,1544951,1926214,2018
Dorian Finney-Smith,1544951,1926214,2018
Wayne Selden,1544951,1926214,2018
Georges Niang,1512601,1885881,2018
Christian Wood,1512601,1885881,2018
Derrick Jones,1512601,1885881,2018
Gerald Green,1512601,1885881,2018
David Nwaba,1512601,1885881,2018
Treveon Graham,1512601,1885881,2018
Willy Hernangomez,1496500,1865807,2018
Sviatoslav Mykhailiuk,1487694,1854828,2018
Mitchell Robinson,1485440,1852017,2018
Michael Carter-Williams,1468082,1830375,2018
Jawun Evans,1455492,1814678,2018
Thomas Bryant,1378242,1718365,2018
Royce O'Neale,1378242,1718365,2018
Frank Mason,1378242,1718365,2018
Khem Birch,1378242,1718365,2018
Wesley Iwundu,1378242,1718365,2018
Abdel Nader,1378242,1718365,2018
Damyean Dotson,1378242,1718365,2018
Frank Jackson,1378242,1718365,2018
Sterling Brown,1378242,1718365,2018
Tyler Dorsey,1378242,1718365,2018
Ivan Rabb,1378242,1718365,2018
Dillon Brooks,1378242,1718365,2018
Rade Zagorac,1378242,1718365,2018
Sindarius Thornwell,1378242,1718365,2018
Zhou Qi,1378242,1718365,2018
Jordan Bell,1378242,1718365,2018
Maxi Kleber,1378242,1718365,2018
Dwayne Bacon,1378242,1718365,2018
Daniel Theis,1378242,1718365,2018
Semi Ojeleye,1378242,1718365,2018
Tyrone Wallace,1349383,1682384,2018
Ike Anigbogu,1349383,1682384,2018
Alfonzo McKinnie,1349383,1682384,2018
Monte Morris,1349383,1682384,2018
Ryan Arcidiacono,1349383,1682384,2018
Antonio Blakeney,1349383,1682384,2018
Jabari Bird,1349383,1682384,2018
Daniel Hamilton,1349383,1682384,2018
Shaquille Harrison,1325531,1652646,2018
Elie Okobo,1238464,1544092,2018
Jalen Brunson,1230000,1533540,2018
Melvin Frazier,1050000,1309119,2018
Raymond Spalding,1023210,1275717,2018
Justin Hamilton,1000000,1246780,2018
Isaac Bonga,1000000,1246780,2018
Devonte Graham,988464,1232397,2018
Chasson Randle,975824,1216638,2018
Patrick McCaw,964104,1202025,2018
De'Anthony Melton,949000,1183194,2018
Jason Thompson,893333,1113790,2018
Chimezie Metu,838464,1045380,2018
Gary Trent Jr,838464,1045380,2018
Isaiah Briscoe,838464,1045380,2018
Hamidou Diallo,838464,1045380,2018
Kenrich Williams,838464,1045380,2018
Keita Bates-Diop,838464,1045380,2018
Jevon Carter,838464,1045380,2018
Alize Johnson,838464,1045380,2018
Isaiah Hartenstein,838464,1045380,2018
Khyri Thomas,838464,1045380,2018
Bruce Brown,838464,1045380,2018
Jarred Vanderbilt,838464,1045380,2018
Ryan Broekhoff,838464,1045380,2018
Brad Wanamaker,838464,1045380,2018
Lorenzo Brown,800000,997424,2018
Davon Reed,752250,937889,2018
Isaiah Canaan,744671,928440,2018
Isaiah Whitehead,726390,905648,2018
Bruno Caboclo,705361,879430,2018
Gary Clark,674122,840482,2018
James Nunnally,663255,826933,2018
Kalin Lucas,648008,807923,2018
John Jenkins,585809,730374,2018
Deonte Burton,500000,623390,2018
Andrew Bogut,486892,607047,2018
Dakari Johnson,459414,572788,2018
Malcolm Miller,457418,570299,2018
Chris Boucher,457418,570299,2018
Edmond Sumner,449794,560794,2018
Yante Maten,385000,480010,2018
Andrew Harrison,354500,441982,2018
Eric Moreland,309859,386325,2018
Nick Young,284020,354110,2018
Okaro White,247827,308985,2018
Danuel House,247827,308985,2018
Jaylen Adams,236854,295304,2018
Ben Moore,222099,276907,2018
Quincy Acy,213948,266746,2018
Tyler Zeller,213948,266746,2018
Jimmer Fredette,198579,247584,2018
Terrence Jones,198579,247584,2018
Dairis Bertans,194220,242149,2018
Walter Lemon Jr,176250,219744,2018
Demetrius Jackson,170107,212085,2018
BJ Johnson,142111,177180,2018
Chris Chiozza,137374,171275,2018
Johnathan Williams,127250,158652,2018
Cam Reynolds,108953,135840,2018
Donatas Motiejunas,99289,123791,2018
Emanuel Terry,94740,118118,2018
Justin Bibbs,92159,114902,2018
Gary Payton II,85457,106546,2018
JaKarr Sampson,85457,106546,2018
Jordan McRae,77250,96313,2018
Devin Robinson,77250,96313,2018
Tyler Cavanaugh,77250,96313,2018
Naz Long,77250,96313,2018
Jordan Loyd,77250,96313,2018
Drew Eubanks,77250,96313,2018
Troy Williams,77250,96313,2018
George King,77250,96313,2018
Haywood Highsmith,77250,96313,2018
Shake Milton,77250,96313,2018
Amile Jefferson,77250,96313,2018
Troy Caupain,77250,96313,2018
Donte Grantham,77250,96313,2018
Tyler Davis,77250,96313,2018
Kadeem Allen,77250,96313,2018
Isaiah Hicks,77250,96313,2018
Trevon Bluiett,77250,96313,2018
Jared Terrell,77250,96313,2018
CJ Williams,77250,96313,2018
Bonzie Colson,77250,96313,2018
Jaylen Morris,77250,96313,2018
Duncan Robinson,77250,96313,2018
Julian Washburn,77250,96313,2018
Jarnell Stokes,77250,96313,2018
DJ Stephens,77250,96313,2018
Yuta Watanabe,77250,96313,2018
Alex Caruso,77250,96313,2018
Johnathan Motley,77250,96313,2018
Angel Delgado,77250,96313,2018
Trevon Duval,77250,96313,2018
Vincent Edwards,77250,96313,2018
Marcus Derrickson,77250,96313,2018
Damion Lee,77250,96313,2018
Zach Lofton,77250,96313,2018
Keenan Evans,77250,96313,2018
Archie Goodwin,77250,96313,2018
DeVaughn Akoon-Purcell,77250,96313,2018
Thomas Welsh,77250,96313,2018
Daryl Macon,77250,96313,2018
Kostas Antetokounmpo,77250,96313,2018
Billy Preston,77250,96313,2018
John Holland,77250,96313,2018
Deng Adel,77250,96313,2018
Jalen Jones,77250,96313,2018
Jaron Blossomgame,77250,96313,2018
Brandon Sampson,77250,96313,2018
Tyler Ulis,77250,96313,2018
Rawle Alkins,77250,96313,2018
JP Macura,77250,96313,2018
Joe Chealey,77250,96313,2018
Alan Williams,77250,96313,2018
Theo Pinson,77250,96313,2018
RJ Hunter,77250,96313,2018
PJ Dozier,77250,96313,2018
Alex Poythress,77250,96313,2018
Scotty Hopson,76236,95049,2018
Charles Cooke,76236,95049,2018
Scott Machado,76236,95049,2018
Andre Ingram,76236,95049,2018
Kobi Simmons,76236,95049,2018
Jonathan Gibson,76236,95049,2018
Wenyen Gabriel,75000,93508,2018
Billy Garrett,67370,83995,2018
Mitch Creek,56845,70873,2018
Brandon Goodwin,56845,70873,2018
Jemerrio Jones,52170,65044,2018
Tarik Phillip,47370,59059,2018
Cody Demps,47370,59059,2018
Richard Solomon,47370,59059,2018
Kendrick Nunn,47370,59059,2018
Dusty Hannahs,47370,59059,2018
Stephan Hicks,47370,59059,2018
Michael Frazier,47370,59059,2018
Tahjere McCall,47370,59059,2018
Mitchell Creek,47370,59059,2018
Isaac Humphries,47370,59059,2018
Jordan Sibert,47370,59059,2018
Stephen Curry,45780966,52938707,2021
John Wall,44310840,51238730,2021
James Harden,44310840,51238730,2021
Russell Westbrook,44211146,51123449,2021
Kevin Durant,42018900,48588451,2021
LeBron James,41180544,47619020,2021
Paul George,39344970,45496459,2021
Kawhi Leonard,39344900,45496378,2021
Giannis Antetokounmpo,39344900,45496378,2021
Damian Lillard,39344900,45496378,2021
Klay Thompson,37980720,43918911,2021
Jimmy Butler,36016200,41647244,2021
Tobias Harris,35995950,41623828,2021
Khris Middleton,35500000,41050337,2021
Anthony Davis,35361360,40890021,2021
Rudy Gobert,35344828,40870904,2021
Kyrie Irving,35328700,40852255,2021
Kemba Walker,34967442,40434514,2021
Bradley Beal,33724200,38996895,2021
Ben Simmons,33003936,38164020,2021
Pascal Siakam,33003936,38164020,2021
Blake Griffin,32405817,37472385,2021
Karl-Anthony Towns,31650600,36599093,2021
Devin Booker,31650600,36599093,2021
Kristaps Porzingis,31650600,36599093,2021
Andrew Wiggins,31579390,36516749,2021
Joel Embiid,31579390,36516749,2021
Kevin Love,31258256,36145407,2021
Jrue Holiday,31171333,36044894,2021
Nikola Jokic,31044906,35898700,2021
CJ McCollum,30864198,35689739,2021
Chris Paul,30800000,35615504,2021
D'Angelo Russell,30013500,34706036,2021
Gordon Hayward,29925000,34603699,2021
Jamal Murray,29467800,34075017,2021
Brandon Ingram,29467800,34075017,2021
Jayson Tatum,28103500,32497412,2021
Bam Adebayo,28103500,32497412,2021
De'Aaron Fox,28103500,32497412,2021
Donovan Mitchell,28103500,32497412,2021
Al Horford,27000000,31221383,2021
Kyle Lowry,26984128,31203029,2021
Jaylen Brown,26758928,30942620,2021
DeMar DeRozan,26000000,30065035,2021
Draymond Green,24026712,27783229,2021
Nikola Vucevic,24000000,27752340,2021
Buddy Hield,23073234,26680677,2021
John Collins,23000000,26595993,2021
Malcolm Brogdon,21700000,25092741,2021
Tim Hardaway Jr,21306816,24638084,2021
Mike Conley,21000000,24283298,2021
Gary Harris,20932143,24204831,2021
Danilo Gallinari,20475000,23676215,2021
Harrison Barnes,20284091,23455458,2021
Jerami Grant,20002500,23129841,2021
Jarrett Allen,20000000,23126950,2021
Julius Randle,19800000,22895681,2021
Fred VanVleet,19675926,22752208,2021
Zach LaVine,19500000,22548776,2021
Goran Dragic,19348907,22374060,2021
Spencer Dinwiddie,19314284,22334024,2021
Bojan Bogdanovic,18700000,21623698,2021
Lonzo Ball,18604651,21513442,2021
Domantas Sabonis,18500000,21392429,2021
Eric Gordon,18218818,21067285,2021
Eric Bledsoe,18125000,20958799,2021
Bogdan Bogdanovic,18000000,20814255,2021
Myles Turner,18000000,20814255,2021
Terry Rozier,17905263,20704706,2021
Ricky Rubio,17800000,20582986,2021
Clint Capela,17603448,20355703,2021
Caris LeVert,17500000,20236081,2021
Jonathan Isaac,17400000,20120447,2021
Joe Harris,17357143,20070889,2021
Evan Fournier,17142857,19823100,2021
Steven Adams,17073171,19742519,2021
Markelle Fultz,16500000,19079734,2021
Aaron Gordon,16409091,18974611,2021
Gary Trent Jr,16225000,18761738,2021
OG Anunoby,16071429,18584157,2021
Davis Bertans,16000000,18501560,2021
Lauri Markkanen,15690909,18144143,2021
Derrick White,15678571,18129876,2021
Duncan Robinson,15650000,18096838,2021
Marcus Morris,15627907,18071291,2021
Will Barton,15625000,18067930,2021
Norman Powell,15517242,17943324,2021
Dejounte Murray,15428880,17841147,2021
Malik Beasley,14491964,16757746,2021
Patrick Beverley,14320987,16560038,2021
Thaddeus Young,14190000,16408571,2021
Jonas Valanciunas,14000000,16188865,2021
Marcus Smart,13839285,16003023,2021
Doug McDermott,13750000,15899778,2021
Christian Wood,13666667,15803416,2021
Derrick Rose,13445120,15547231,2021
Luke Kennard,13347727,15434611,2021
Taurean Prince,13334375,15419171,2021
Brook Lopez,13302325,15382110,2021
Kentavious Caldwell-Pope,13038862,15077455,2021
Joe Ingles,13036364,15074567,2021
Kyle Kuzma,13000000,15032517,2021
Robert Covington,12975471,15004153,2021
TJ Warren,12940000,14963137,2021
Deandre Ayton,12632950,14608080,2021
Terrence Ross,12500000,14454344,2021
Jordan Clarkson,12420000,14361836,2021
Dillon Brooks,12200000,14107439,2021
Kelly Olynyk,12195122,14101799,2021
Nicolas Batum,12026998,13907389,2021
Kelly Oubre,12000000,13876170,2021
Jusuf Nurkic,12000000,13876170,2021
Josh Hart,12000000,13876170,2021
Josh Richardson,11615328,13431355,2021
Marvin Bagley,11312114,13080735,2021
DeAndre Jordan,11109327,12846241,2021
Dwight Powell,11080125,12812475,2021
Devonte Graham,11000000,12719822,2021
Zion Williamson,10733400,12411540,2021
Larry Nance Jr,10690909,12362406,2021
Jeremy Lamb,10500000,12141649,2021
Reggie Jackson,10384500,12008090,2021
Richaun Holmes,10384500,12008090,2021
Al-Farouq Aminu,10335621,11951569,2021
Anthony Edwards,10245480,11847335,2021
Luka Doncic,10174391,11765131,2021
Cade Cunningham,10050120,11621431,2021
